park_id	park_name	park_reg_code	address	lat_lng	city	park_level	park_type	info_16_p_1	main_industry	brief_introduction
176	四川高县经济开发区	S517101	宜宾市高县宜威路延长壳牌加油站西北侧约220米	104.696192,28.679737	宜宾市	省级园区	经开区	清洁能源,绿色化工,新材料,农产品精深加工	综合能源、精细化工产业	四川高县经济开发区位于宜宾市高县，是四川省重点培育的500亿元工业经济开发区，是川南产业承接基地，能源转化基地，也是宜宾市工业发展核心区域之一。经济开发区始建于2007年，2014年9月由宜宾市人民政府批准同意设立高县工业园区，2018年中国开发区审核公告目录（2018年版）将其纳入省级开发区，2019年1月省政府正式批准为省级经济开发区。经开区总规面积23.07平方公里，建成区面积3.33平方公里。包含庆符功能区、贾村功能区和福溪功能区，形成了“一园三区”的发展布局。四至范围：庆符功能区规划范围东至凯华路、南至绕城路、西至绕城路、北至迎宾路，规划面积3.83平方公里；贾村功能区规划范围东北至S206省道、东南至乌蒙山脉、南至瓦窑坪、西至点灯坡、西北至牛尾坝，规划面积3.07平方公里；福溪功能区包括磨顶、还阳、石桥、新韩四个组团，磨顶组团东北至火车站，西至宜琪铁路支线，南至宜宾绕城高速，西北至成贵高铁，规划面积6.34平方公里；石桥组团东以南广河为界，北至成贵高铁𡎚西至堰沟,南至偏岩沟，规划面积2.53平方公里；还阳组团西至南广河，南至成贵高铁，北至小岩口，西至大田湾，规划面积2.53平方公里；新韩组团东北至宜珙铁路支线，西至胡村，南至赵家湾，东南至桐子塝，规划面积5.56平方公里。经开区基础设施配套完善，已达到“八通一平”标准，建成标准厂房2万平方米，建有10KV、35KV、110KV变电站满足各类企业用户需求，建有污水处理厂2座，供水厂2座。截至2018年底经开区集聚工业企业达到65家，其中规上工业企业32家，规上工业总产值128.8亿元，营业收入127.9亿元，实现利润4.42亿元，预计2019年底，经开区集聚工业企业达到76家，其中规上工业企业40家，规上工业总产值160亿元，同比增长24%，营业收入170亿元，同比增长32%，实现利润6亿元，同比增长35%。2011年9月被农业部认定为全国第一批76家国家农业产业化示范基地之一，2018年10月被确定为全国50个（四川省4个）资源循环利用产业基地，2019年1月《高县工业园区福溪功能区热电联产规划（2017-2030年）》获四川省能源局批准实施。
177	四川屏山经济开发区	S517105	四川省宜宾市屏山县屏山镇王场工业园区企业服务综合体	104.340172,28.866438	宜宾市	省级园区	经开区	智能装备,新材料,农产品精深加工	纺织，高载能、无污染、高技术产业	四川屏山经济开发区位于宜宾市屏山县，是宜宾市重要经济增长极，地处成渝经济圈和长江经济带。成立于2007年10月，于2018年5月获批省级开发区。工业园区规划面积13.7平方公里，由宋家坝产业区、石盘产业区、王场产业区和中太产业区（A、B、C功能区）构成，其中建成区面积3平方公里。石盘产业区北至石盘村何家组，东到高场镇丰收村金家，西靠凤凰山，南抵屏山镇蒋坝村冲口组。宋家坝产业区北至大桥村竹园组，东到新龙村解放组，西达红坪村桂花组，南抵大桥村大桥组。王场产业区东接江北片区凉坝组团，西接永康村，北至规划成贵铁路客运专线，南至江北大道。中太A功能片区北至中都镇2012版控规边界线，东沿现状村庄道路，西沿中都河，南抵白塔村七组；中太B功能片区北至太平乡集镇，东到前哨村二组，西达中都大堰，南抵通林村一组；中太C功能片区北临西宁河，东到火山崖，西达椒园村田垣边，南抵椒园村四组。屏山县工业园区按产城一体规划建设，配套建设有110KV变电站1座、35KV变电站2座、正在建设的污水处理厂2个、标准厂房、人才公寓等基础设施。截止2018年底，园区聚集工业企业65户，其中规上工业企业42户，2018年园区规上工业企业工业产值45.15亿元，同比增长29.1%，营业收入35.04亿元，同比增长31.3%，实现利润0.54亿元，同比增长-1.6%。园区先后被授予“2016年度中国纺织服装行业十大产业园区”、“全国纺织产业转移示范园区”、“四川省生物基纺织产业特色基地”。
178	宜宾市五粮液产业园区	---	四川省宜宾市翠屏区五粮液路红丰西路交叉口	104.602278,28.799173	宜宾市	其他重点园区	工业园区	优质白酒	酿酒及其相关配套产业	宜宾市五粮液产业园区位于宜宾市翠屏区，是宜宾市重要经济增长极，是四川打造长江上游名酒经济带及“中国白酒金三角”的核心区域。园区成立于2009年5月，现拥有全国最大的纯粮固态发酵白酒生产基地，具有白酒生产能力20万吨/年，年产4万吨级的世界最大酿酒车间及36万吨的原酒储存能力；有窖池3.2万余口，最老的明代古窖池从1368年连续生产至今，已达651年。园区规划面积18平方公里，建成区面积6.68平方公里。四至范围：东起红坝大道-古塔路，西至宗场乡龙洞村，南起岷江，北至孜岩山。园区按城市规划建设，配套有变电站、污水处理站、人才公寓等基础设施。截止2018年底，园区聚集企业16户，其中规上工业企业9户，2018年实现工业产值557.9亿元，同比增长8.2%，营业收入931.1亿元，同比增长16.0%，利润201.2亿元，同比增长40.9%。园区先后被授予“1525工程”重点培育园区、“51025工程”重点打造的千亿产业园区、国家新型工业化产业示范基地、四川省新型工业化产业示范基地、国家4A级旅游景区。
179	四川安岳经济开发区	S517124	资阳市安岳县双龙路与维纳斯路交汇处西南200米	105.37885,30.114487	资阳市	省级园区	经开区	新材料,农产品精深加工,医药健康	农副产品加工、医药、建材产业	四川安岳经济开发区位于革命老区资阳市安岳县，地处成渝经济区腹心。前身是资阳市人民政府2001年10月批准成立的资阳经济技术开发区安岳工业园。2010年4月，经资阳市委常委会议研究决定，在资阳经济技术开发区安岳工业园的基础上，成立安岳县龙台发展区（安岳工业集中发展区）。2018年2月，安岳县龙台发展区纳入《中国开发区审核公告目录（2018年版）》，更名为四川安岳经济开发区（以下简称安岳经开区）,规划面积8.4平方公里，建成区面积5.1平方公里。四至范围为：东至东环线，南至国道319南侧，西至黄桷堰河，北至富康路。经开区按照“以园促产、以产立城、产城一体”发展思路，现已建成路网干道11.18公里,水电气讯设备齐全，新南山医院、九韶外国语学校、职业技术教育中心、大学生创业基地等服务机构建成运营,法庭、消防、派出所等部门入驻园区，6路、7路公交车、工商银行ATM自助银行站相继开通，中小企业孵化园、研发中心、商务宾馆、工业污水处理厂、北坝变电站及配套管网工程建成投用，产城相融、宜业宜居格局基本形成。截止2018年底，园区聚集工业企业149户，实现产值305.7亿元，主营业务301.3亿元；其中规上工业企业30户，2018年园区规上工业企业工业实现产值57.7亿元，同比增长16.8%，营业收入55.9亿元，同比增长17.7%，实现利润5.7亿元，同比增长11.8%。园区先后评列为2006年省政府表彰的全省唯一的优秀县级工业园区、省“51025”重点产业园区、四川省信息工业化（农副产品加工业）产业示范基地、省循环经济试点园区、省优秀农副产品加工示范园区、省中小企业创业示范基地。
180	雁江工业集中发展区	---	资阳市雁江区百威英博大道喜悦江南花都西侧约40米	104.646911,30.10795	资阳市	其他重点园区	工业园区	集成电路与新型显示,农产品精深加工,医药健康	医药健康、食品制造、电子机械产业	2013年雁江区委、区政府将侯家坪工业园区、城东医药食品产业园、城东物流园、中和工业园四个园区一并纳入雁江工业集中发展区，并成立雁江工业集中发展区管理委员会，统一对集中发展区内四个园区进行建设、服务和管理。雁江工业集中发展区辖侯家坪工业园区、城东医药食品产业园、城东物流园、中和工业园四个园区，规划用地总控制面积9.2平方公里，园区建成区面积6.6平方公里。截止2018年底，园区聚集工业企业84户，其中规上工业企业34户，2018年园区规上工业企业工业产值61.8亿元，同比增长9.2%，营业收入66.1亿元，同比增长16.4%，实现利润5.7亿元，同比增长35.7%。
181	四川乐至经济开发区	S517125	资阳市乐至县顺达路天池龙庭苑北侧约130米	105.019834,30.297403	资阳市	省级园区	经开区	新能源与智能汽车	食品、纺织、汽车及零部件产业	四川乐至经济开发区位于资阳市乐至县，成立于2010年7月，涵盖童家、天池、中天三个乡镇，规划面积12.1平方公里，建成区面积3.2平方公里。四至范围（具体以界址点坐标控制）:西郊园区东至乐至县城区至058县道，南至川鄂路，西至鄢家河，北至西郊园区外环路（规划）；文峰园区东至文峰大道，南至318国道，西至文峰大道一路（规划）北至文峰园区外环路（规划）。童家发展区按产城一体与城市规划建设,框架基本成型，水电气邮视讯等配套设施同步跟进，建成骨干路网30余公里、110KV和220KV输变电站各1座，污水处理厂（站）4处，配套污水管网26KM及1座配气总站。乐至县高级职业中学、乐至县中医医院等综合配套项目建成投用，万贯鞋材市场等商贸流通项目加快推进，园区综合服务功能、产业承载能力不断提升，产城相融、宜业宜居格局基本形成。截止2018年底，园区聚集工业企业121户，其中规上工业企业48户，2018年园区规上工业企业工业产值157.5亿元，同比增长13.3%，营业收入149.5亿元，同比增长13.4%，实现利润12.4亿元，同比增长6.9%。园区先后被授予“51025重点产业园区”、“四川省特色产业基地（纺织鞋业）”。2018年2月，成功纳入国家开发区目录，2018年8月通过省发改委省级开发区设立审核，待批准后正式升格为省级开发区。
182	四川资阳高新技术产业园区	S518036	四川省资阳市雁江区现代大道2号	104.62537,30.08769	资阳市	省级园区	高新区	智能装备,轨道交通,软件与信息服务,医药健康	汽车、食品饮料、电子产业	四川资阳高新技术产业园区位于资阳市雁江区，地处成渝经济区、成都平原经济区、环成都经济圈。成立于1992年7月，于2017年4月获批省级高新区，规划面积61.7平方公里，建成区面积22.2平方公里。四至范围为东至沱江河，南至高岩村十一社马劲子，西至成渝高速公路槐树村、红岩村，北至321国道、周祠村十八社二运站、十四社潮土湾。高新区按产城一体与城市规划建设，配套建设有2座110kV变电站，1座污水处理厂及8.5公里的城南供水主管，1座配气总站、3个孵化器、4栋人才公寓等基础设施。截止2018年底，园区聚集工业企业149户，其中规上工业企业59户，2018年园区规上工业企业工业产值239.3亿元,同比增长14.7%，营业收入241.6亿元，同比增长13.4%,利润-3.2亿元，减亏。园区先后被授予《成渝城市群规划》干亿级园区、国家级长江经济带转型升级示范开发区、“51025重点产业园区”、四川省新型工业化（汽车机车）产业示范基地、四川省十大重点培育外向型产业园区、四川省特色产业（口腔）基地、中韩创新创业园（资阳基地）。
183	四川荣县经济开发区	S517049	自贡市荣县学府苑东南侧约40米	104.420116,29.441661	自贡市	省级园区	经开区	智能装备,新材料	农副产品加工产业	四川荣县经济开发区位于自贡市荣县，是自贡市重要经济增长极，地处成渝经济圈。成立于2009年，园区规划面积8.20平方公里，建成区面积5平方公里。四至范围为：东至学堂路，南至绕城南路，西至宝塔路，北至旭水河。园区按产城一体与城市规划建设，配套建设有11KV变电站、污水处理厂等基础设施。截止2018年底，园区聚集工业企业69户，其中规上工业企业50户，2018年园区规上工业企业工业产值100.81亿元，同比增长21.54%,营业收入96.75亿元，同比增长20.90%,实现利润3.89亿元，同比增长24.28%。2011年10月被列为四川省省级开发区培育发展基地，2015年农副产品加工区被确定为国家级农产品产业化示范基地，2016年8月荣县工业园区被确定为“四川省新型工业化产业示范基地（第三批）,2018年2月纳入《国家开发区审核公告目录》（2018年版），2019年1月25日省人民政府已正式批准设立四川荣县经济开发区。
184	大安工业园区	---	自贡市大安区大安街262号	104.794391,29.378689	自贡市	其他重点园区	工业园区	智能装备	通用设备制造产业	自贡市大安工业园区由大塘山锅炉产业园、张家坝老工业基地转型升级示范区、牛佛临港经济开发区重装产业园(规划中)，拟规划面积35.82平方公里，其中工业用地15.78平方公里，可用工业地13.63平方公里。自贡市大塘山锅炉产业园位于自贡市北面，在东锅厂的北部和北环路以南区域，北临北环路，西至自贡市旧城中心，区域内有联通北环路的东锅、川玻连接大道，有铁路专用支线，交通便利、地理位置优越。园区规划用地面积2.22平方公里,规划建设用地面积为1.77平方公里，其中工业用地面积1.46平方公里。区域内建筑物少、空间开阔，易于工业布局，地势南高北低，临威远河而居，园区目前配有工业级自来水、400KV配电站和天然气管网及通讯网络相连，园区建设有雨污水管网及配套基础设施，为园区提供更为优质的服务和条件，进一步促进园区企业的发展壮大。园区现有厂房及配套办公用房面积约20万平米，水、电、气、网全通，为园区持续健康发提供强有力的服务保障。牛佛临港重装产业园为融入“一带一路”战略和区域整体发展，完善区域水运交通，抓住东部产业梯度西移的趋势，而编制了牛佛临港经济发展总体规划(2017-2030),规划面积31平方公里，其中工业园区总建设用地约10.09平方公里，其中城镇新区1.25平方公里，起步区3.18平方公里，南部拓展区5.66平方公里，该区域以二类、三类工业用地为主，其中三类工业的布局应不对环境产生影响，但该规划涉及大量的基本农田和村庄，也不符合当前牛佛镇土地规划和自贡市国土规划，尚未取得市上批复，现正积极组织调规，征集区级部门意见，完成规划文本编制。截止2018年底，园区聚集工业企业31户，其中规上工业企业21户，2018年园区规上工业企业工业产值131.21亿元，同比增长18.4%,营业收入126.33亿元，同比增长14.81%,实现利润7.21亿元，同比增长8.9%。
185	沿滩高新技术产业园区	---	自贡市沿滩区科创二路一段	104.807413,29.330819	自贡市	其他重点园区	高新区	智能装备,新材料,农产品精深加工	高端装备制造、农产品加工业、新材料产业	沿滩高新技术产业园区（以下简称“高新区”）位于自贡市工业经济带沿S305线梯次布局的中部，处在沿滩区”“一线经济带”腹地，拥有独特的区域布局和便利的交通网络。成立于2009年，于2018年3月被省政府正式批复认定为“省级高新技术产业园区”，名称为沿滩高新技术产业园区。高新区总规划面积20平方公里，其中控规面积13.5平方公里，拓展区6.5平方公里。经过9年的发展，高新区完成政府性投资38亿元,已建成承载能力达7.5平方公里，“两横四纵”12公里道路，12万平方米公共绿化美化，具备有科技企业孵化器、污水处理厂、110KV变电站等基础配套设施完善、产业布局合理的百亿级工业园区。截止2018年底，园区聚集工业企业93户，其中规上工业企业59户，2018年园区规上工业企业工业产值219亿元，同比增长15%,营业收入238亿元，同比增长8%,实现利润41亿元，同比增长20%。高新区先后获准成为第一批省级循环经济示范园区、省级开发区培育地、全省“51025”重点发展产业园区、第二批省级特色高新技术产业化基地、园区节能环保装备产业园入选“四川省特色产业基地（第一批）”名单。
186	四川富顺晨光经济开发区	S517050	自贡市富顺县釜江大道西段附近	104.954936,29.183153	自贡市	省级园区	经开区	新能源与智能汽车,新材料	化工、新材料、汽车零部件产业	四川富顺晨光经济开发区（以下简称“晨光园区”）位于四川省富顺县，是富顺县重要经济增长极，地处成渝经济圈和成德绵高新技术产业带。成立于2003年9月，规划面积32.3平方公里，包括城区片区（晨光科技园区）和代寺片区（富顺纺织服装产业园区），建成区面积7.1平方公里。规划控制区四址范围为：城区片区为东至西苑路、金城路、邓隆路、回澜大桥与城区相接，南至镇溪河、沱江沿线，西至釜溪河、沱江河，北至沿省道305线自镇溪河至西苑路；代寺片区ZD-1为东至代寺镇丰光村十四组，南至丰光村一组，西至锦绣路，北至省道305线；代寺片区ZD-2为东至志远大道，南至福代路，西至代寺镇二七村三组、十六组，北至省道305线。晨光园区按产城一体与城市规划建设，配套建设有110KV变电站、配气站、工业供水厂、污水处理厂、公租房等基础设施。截止2018年底，园区聚集工业企业137户，其中规上工业企业68户，2018年园区规上工业企业工业产值269.05亿元，同比增长18.9%,营业收入314亿元，同比增长18.2%,实现利润19.22亿元，同比增长21.72%。园区先后获批全省首批“51025重点产业园区”、四川省首批特色高新技术产业园区、省知识产权试点园区、省循环经济示范园区、省新型工业化产业示范基地，2018年2月26日,被国家发展改革委、科技部等六部委正式纳入国家开发区审核公告目录。2019年1月25日被四川省人民政府批准为省级经济开发区“四川富顺晨光经济开发区”。
187	自贡高新技术产业开发区	G512139	自贡市沿滩区科创二路一段	104.807413,29.330819	自贡市	国家级园区	高新区	航空与燃机	节能环保、装备制造、新材料产业	自贡高新技术产业开发区（以下简称“自贡高新区”或“高新区”）位于自贡市中心城区南侧，横跨自流井区和沿滩区，是自贡市重要经济增长极，地处成渝经济带和全省第二大经济区川南城市群的几何中心。于1992年5月经四川省人民政府批准成立。2006年1月，国家发改委公告确认自贡高新区为省级开发区，更名为四川自贡高新技术产业园区。2011年6月，国务院批复自贡高新区升级为国家高新技术产业开发区，是全省第三个国家级高新技术产业开发区。规划面积100平方公里，托管面积64平方公里，建成区面积35平方公里，其中工业园区面积13平方公里。四至范围：隔釜溪河与老城区相望，东南与沿滩区，东北、西南与自流井区，西与大安区相邻。高新区按产城一体与城市规划建设，配套建设有110KV变电站、污水处理厂、科技孵化器、技术转移中心、创新中心、人才公寓等基础设施。截止2018年底，园区聚集工业企业170余户，其中规上工业企业72户，2018年园区规上工业企业工业产值150.78亿元，同比增长17.6%,营业收入141.5亿元，同比增长20%,实现利润7.89亿元，同比增长24.5%。园区先后被授予“国家级新材料高新技术产业化基地、科技兴贸创新基地”、“国家级装备制造（节能环保装备）新型工业化产业示范基地”、“国家知识产权试点园区”、“国家知识产权示范园区”、“大学生科技创业见习基地”、“全省“51025”千亿产业园区”、“四川省中小企业创业示范基地”、“全省园保贷第一批试点园区”。
188	四川自贡航空产业园	S519048	四川省自贡市贡井区	104.630547,29.384843	自贡市	省级园区	经开区	航空与燃机,节能环保,新材料	通用航空、装备制造、航空新材料产业	四川自贡航空产业园位于自贡市贡井区，地处成渝经济圈和长江经济带，全省“一干多支、五区协同”重要支点，是自贡市老工业城市产业转型升级战略抓手和重要经济增长极。园区成立于2015年7月，2018年2月纳入《国家开发区审核公告目录》（2018版），2019年1月获批省级经济开发区。园区总体规划面积66.6平方公里，核准面积2.99平方公里（四至范围为：东至成纳输气管线，南至规划双溪水库引水渠，西至南段为S305（隆雅路）、北段为现成佳社区西侧边界）。园区建设有A1类通用机场（已投入使用）、综合服务中心、川南（自贡）飞行服务站、创新创业孵化中心、污水处理厂、安置房等配套基础设施。截止2018年底，园区集聚工业企业165户，其中，规上工业企业52户，全年规上工业企业工业产值232.76亿元，同比增长19.63%；营业收入236.25亿元，同比增长19.51%,实现利润4.3亿元。
189	自流井工业园区	---	自贡市自流井区王贡路	104.748613,29.285295	自贡市	其他重点园区	工业园区	智能装备,农产品精深加工	生产性服务业、装备制造、农副食品加工产业	自流井工业园区位于自贡市自流井区。园区于2006年启动开发建设，规划面积22.96平方公里，建成区面积6平方公里。四至范围：西起旭水河，北临金鱼河，东界高峰山西侧山脚，南至规划外南环路和乐自高速。园区经过高强度投入、高速发展，配套建设有英祥钢材市场、普润生产资料交易中心等大型综合专业市场，污水处理厂等基础设施。园区充分发挥处于川南城市群几何中心的区位优势和大交通枢纽作用，以自贡南铁路物流基地为界定，以东是产城，以西是新城，着力将园区转型为产城一体、业态互联、集聚辐射能力强大的现代综合物流园区。截止2018年底，园区聚集工业企业35户，其中规上工业企业18户，2018年园区规上工业企业工业产值118.9亿元，营业收入110.7亿元，实现利润2亿元。
190	成都锦江工业园区	S519002	四川省成都市锦江区墨香路87号	104.091337,30.592921	成都市	省级园区	工业园区	农产品精深加工,优质白酒,精制川茶,医药健康	食品、印刷、医药	成都锦江工业开发区为四川省省级开发区(川计综合[2000]965号)，规划面积5.6平方公里，2006年，根据国土资源部符合“两个规划”要求，重新勘界，核定面积5.467平方公里；其中，三环路以南、石胜路以北、锦江以东、成仁路以西约1.29平方公里为开发区实际开发面积。锦江工业开发区现入驻企事业单位22家共计27个项目，已建成15个项目。形成以印务、生物制药、总部经济为三大支柱的产业园区。园区建筑总面积为880636.64m2（含在建项目），抓好企业存量土地资源的整合和利用。对于尚未动工建设的土地，要求其按照新的产业定位：发展总部经济+都市工业的要求重新规划。2007年将积极推进四家大企业的总部大厦建设，建成后将有总面积约37万平方米的高层工业楼宇，除企业自用约30%-50%外，可提供约22万平方米的工业楼宇用于引进新的总部企业。锦江创意产业商务区为锦江区五个功能片区之一，是按照锦江区总体发展战略、“1+6”的模式，即一个总部经济,6个重点产业：现代商贸、专业服务、金融文化创意、旅游、信息服务而设置的创意产业功能片区。总面积为10.16平方公里，四主界线为：锦江区锦绣大道以南，锦阳大道以西，外环路以北，府河以东区域（不含该区域的“198”范围），涉及锦江区柳江街道办事处、成龙路街道办事处部分区域及锦江工业开发区全部区域，其核心区为锦江工业开展区（后更名为锦江工业总部基地），其职能职责划分按照各自“三定”方案相关规定履行职能职责。在安全生产工作中，管委会按照“一岗双责”要求，负行业主管部门监管职责；街道办事处负辖区属地管理责任；管委会负责区域发展战略、发展规划的制定和实施，负责产业发展协调服务及产业结构调整工作，负责项目建设的协调和服务；街道办事处负责区域社会管理和公共服务。
191	成都青羊工业集中发展区	S519039	成都市青羊区文家路与盐井三路交叉路口往东南约120米	103.94923,30.698076	成都市	省级园区	工业园区	航空与燃机	航空航天器、饮料、金属制品	青羊工业集中发展区（简称：青羊工业园）位于成温公路以北，温江机场两侧，三环路与外环路之间。规划面积5.565平方公里。发展区控制性详细规划以于2006年2月全部完成。发展区以温江机场为界分为东区和西区。发展区以航空产业为主导，重点发展精密电子、总部基地、模具产业。截止2006年底，发展区已引进企业204家，规模以上企业44家。成都青羊发展工业区实行管理、投资、经营的三个主体的分离。在管理上，由发展区管委会作为行政管理主体，对发展工业区的统一规划进行指导，制定统一的管理规则，对入驻企业的经营行为进行规范和约束；同时，发展区管委会也为入驻企业提供各种服务，并协调政府有关部门为入园企业提供配套的各项政策服务。成都青羊发展有限公司和成都青羊工业投资有限公司，作为投资及经营主体，负责发展区厂房和基础设施的建设。在管理与经营主体适度分离基础上，通过分工协作与职能互补，实现产权结构和管理线条的清晰化。
192	成都金牛高新技术产业园区	S518004	四川省成都市金牛区蜀西路与金周路交叉口东北80米	103.992152,30.723843	成都市	省级园区	工业园区	集成电路与新型显示,医药健康	医药、饮料、食品、电子设备	成都金牛高新技术产业园区分为西区和北区起步园。西区位于羊西线和成灌路之间，规划面积2.69平方公里，为省级高新技术产业园区及全市“转型发展试点园区”；北区起步园紧邻川陕路，规划面积2.1平方公里，为市级工业集中发展区。产业园西区借助80余万平方米楼宇资源大力发展“工业总部经济聚集区”，北区起步园利用约1500亩未出让土地打造“人工智能产业园”，以“总部+都市工业”现代产业体系为支撑着力打造“千亿级都市工业产业园区”，努力将园区建成集生产、研发、居住、消费、服务、生态多种功能于一体的新型城市社区。截止2018年底，园区入驻企业2802家，其中，规模以上企业103家；规模以上工业企业31家；国家高新技术企业45家。2018年，园区规上企业实现营业收入283.02亿元，同比增长15%。规上工业企业实现主营业务收入69.4亿元，同比增长2.9%；实现工业总产值70.87亿元，同比增长9.6%。完成固定资产投资20.04亿元，同比增长10.9%；技改投资17.1亿元，同比增长190.9%；工业投资额7.65亿元，同比增长44.4%。实现全口径税收16.18亿元，同比增长25%。
193	成都武侯工业园区	S519005	成都市武侯区武科东二路数码科技广场东北侧约50米	103.991758,30.633857	成都市	省级园区	工业园区	集成电路与新型显示,医药健康	电子信息、医药、机电	武侯工业园区是经省政府批准、由国家发改委审核通过的省级开发区，由原武侯科技园与中国女鞋之都工业园整合而成。经过多年的发展，武侯工业园已取得了显著的成绩。被国家劳动和社会保障部授予“全国模范劳动关系和谐工业园区”称号，被中国轻工业联合会和中国皮革协会授予“中国女鞋之都”区域品牌，四川省委、省政府授予“四川省优秀工业园区”，并获得了“成都市科技园区建设标兵”、“成都市模范单位”、“成都市环境管理模范组织”、“四川省工业生态园区”等荣誉称号。所属的武侯创业中心成为西部地区首家通过科技部评审的国家级高新技术创业服务中心。 园区规划面积8.6平方公里，产业定位为以轻工设计及软件开发为主的工业总部。在推动传统产业建设方面，园区按照建设成都市“一都两园”产业格局和园区“一基地五中心”发展规划的要求，建成了在全国乃至全世界具有较大影响力的鞋业生产基地。在推动高科技产业建设方面，一批世界五百强企业艾默生、杜邦、SBX、台湾联强及在国内有重要影响的川大智胜、神州数码等已在园区安家落户。 截止2008年10月，园区已累计引进企业328家，其中鞋业企业25家，电子信息类企业103家，机电一体化企业42家，生物工程及制药企业40家，环保新材料企业17家，投资及其它企业101家。其中入园建设产业化生产基地90家，已建成投产企业57家。建园以来，园区累计创造产值246.2亿元，实现税收15.33亿元，实现就业近4万人，园区的社会效益和经济效益明显体现。
194	成都青白江经济开发区	S517041	四川省成都市青白江区	104.275642,30.862641	成都市	省级园区	经开区	智能装备,新材料	装备制造、建材	成都先进材料产业功能区位于成都市青白江区，是成都市66个产业功能区之一，规划面积40.02平方公里，已开发面积31.06平方公里。功能区是国家“一五”时期规划建设的西南地区第一个工业区，发展工业已近60年，工业基础雄厚，先后获批国家新型工业化示范基地、国家循环经济试点示范园区、国家绿色建材高新技术产业化基地、四川省特色产业示范基地、中国开发区协会会员单位。2019年1月成功获批省级经济开发区。功能区按照城市“形态、生态、业态、文态”四态合一和产城融合的思路，大力推进老工业区转型升级。推进攀成钢和川化上下游41家企业调迁，累计去化工产能150万吨，钢铁产能350万吨。功能区牢固树立公园城市理念，以“功能复合、职住平衡、服务完善、宜业宜居”为导向，进一步优化空间结构，实施了青白江建区以来最大规模的棚户区和城中村改造，7300亩土地完成拆迁和功能留白。高标准规划建设3.5平方公里中央商务区、3.8平方公里三星湖公园和工业遗址公园，布局高性能纤维等5个产业社区。总投资52亿元的万达综合体开工建设，花样年、越秀等项目相继落户功能区。21万平方米人才公寓正抓紧主体施工。生态安全、环境优美、生活便利、文化繁荣的产业新城正在加快崛起。功能区秉持产业生态圈发展理念，加快打造校院企地创新共同体，建成5个院士工作站、23个技术创新平台。成都先进金属材料研究院建成4个重点实验室，育成项目16个，授权专利申请261项。四川高分子材料研究中心“新型阻燃材料关键技术”荣获国家科技发明二等奖。联合中国科学院、工程院材料领军团队，成功举办第二届成都先进材料产业技术成果交易会，完成产业供需匹配83项。124家主导产业规上企业年主营业务收入达286亿元，占全市新材料收入25%。功能区拥有中国建材、中国重汽、巨石集团、台嘉电子、天马轴承等各类企业1700余家，其中世界500强企业7家，中国500强企业8家，行业龙头企业30家，上市公司17家。
195	成都温江高新技术产业园区	S519003	成都市温江区春江路万春镇政府	103.836485,30.738872	成都市	省级园区	高新区	医药健康,农产品精深加工,优质白酒,精制川茶,集成电路与新型显示	生物医药、食品饮料、电子信息	四川省人民政府批复认定成都台商投资工业园区为省级高新技术产业园区，名称为成都温江高新技术产业园区。至此，四川国家、省级高新技术产业开发(园)区达26家。成都温江高新技术产业园区位于四川省成都市温江区，1992年经四川省委、省政府正式批准建立，2018年纳入《中国开发区审核公告目录(2018年版)》。经过多年的发展，园区基本形成了以生物医药、食品饮料、电子信息为主导的高新技术产业体系。在2019年，成都温江高新技术产业园区实现营业收入超500亿元，其中，高新技术产业营业收入约占园区营业总收入的54%。目前园区配套建有一批科技企业孵化器等省、市级研发机构和服务平台，吸引了千余家企业入驻，其中规上企业176家，高新技术企业96家。
196	成都现代工业港	S519042	四川省成都市郫都区港北三路与港通北三路交叉口西150米	103.936095,30.808427	成都市	省级园区	工业园区	新一代网络技术,软件与信息服务,大数据,集成电路与新型显示	电子信息	成都现代工业港建立于2004年11月，2018 年2月获批省级开发区，规划总面积14.1平方公里，包括A区、B区、C区，已建成10.26平方公里工业新城。       成都现代工业港产业功能区（含成都电子信息产业功能区（郫都区））功能区空间范围总面积88平方公里：其中成都现代工业港功能区占地66.8平方公里；成都电子信息产业功能区（郫都区）占地21.2平方公里，涵盖德源街道全域，属电子信息产业生态圈。功能区围绕“集成电路、新型显示、5G通讯、氢能装备和电子信息配套装备”等主导产业，加快聚合产业链、提升创新链、完善服务链，着力打造具有全球竞争力的“数字经济创新发展试验区”、“产业型公园城市示范区”。园区先后荣获：全国巾帼文明岗、全国绿化模范单位、“四川省‘51025’培育工程500亿园区”、“中国光电产业最具投资潜力园区”、“四川省特色高新技术产业化基地”、“四川省知识产权示范园区”、“四川省最具投资价值产业园区”等殊荣。
